# CB0 = 2.100000
# t /s, C /M, C /M, C /M
47.476, 0.0105, 0.0082, 0.0077
47.551, 0.0108, 0.0087, 0.0079
47.626, 0.0108, 0.0086, 0.0074
47.701, 0.0104, 0.0088, 0.0076
47.776, 0.0109, 0.0086, 0.0073
47.851, 0.0104, 0.0083, 0.0076
47.926, 0.0103, 0.0082, 0.0075
48.001, 0.0107, 0.0084, 0.0076
48.076, 0.0105, 0.0087, 0.0074
48.151, 0.0107, 0.0084, 0.0078
48.226, 0.0107, 0.0086, 0.0076
48.301, 0.0106, 0.0084, 0.0076
48.376, 0.0107, 0.0088, 0.0074
48.451, 0.0106, 0.0086, 0.0076
48.526, 0.0104, 0.0087, 0.0073
48.601, 0.0110, 0.0082, 0.0073
48.676, 0.0107, 0.0084, 0.0073
48.751, 0.0106, 0.0085, 0.0077
48.826, 0.0104, 0.0084, 0.0074
48.901, 0.0104, 0.0080, 0.0075
48.976, 0.0107, 0.0088, 0.0073
49.051, 0.0106, 0.0082, 0.0074
49.126, 0.0106, 0.0086, 0.0077
49.201, 0.0105, 0.0085, 0.0072
49.276, 0.0103, 0.0081, 0.0078
49.351, 0.0101, 0.0085, 0.0077
49.426, 0.0107, 0.0086, 0.0077
49.501, 0.0102, 0.0086, 0.0080
49.576, 0.0105, 0.0086, 0.0074
49.651, 0.0104, 0.0084, 0.0076
49.726, 0.0106, 0.0083, 0.0076
49.801, 0.0103, 0.0085, 0.0071
49.876, 0.0106, 0.0087, 0.0078
49.951, 0.0105, 0.0085, 0.0078
50.026, 0.0103, 0.0083, 0.0075
50.101, 0.0102, 0.0087, 0.0076
50.176, 0.0105, 0.0082, 0.0075
50.251, 0.0104, 0.0086, 0.0075
50.326, 0.0105, 0.0087, 0.0075
50.401, 0.0106, 0.0084, 0.0073
50.476, 0.0102, 0.0078, 0.0075
50.551, 0.0106, 0.0082, 0.0076
50.626, 0.0105, 0.0082, 0.0078
50.701, 0.0102, 0.0080, 0.0075
50.776, 0.0103, 0.0083, 0.0076
50.851, 0.0102, 0.0084, 0.0073
50.926, 0.0104, 0.0083, 0.0075
51.001, 0.0103, 0.0084, 0.0074
51.076, 0.0103, 0.0082, 0.0076
51.151, 0.0098, 0.0081, 0.0072
51.226, 0.0101, 0.0083, 0.0075
51.301, 0.0101, 0.0080, 0.0075
51.376, 0.0100, 0.0082, 0.0074
51.451, 0.0101, 0.0083, 0.0074
51.526, 0.0106, 0.0081, 0.0075
51.601, 0.0100, 0.0082, 0.0074
51.676, 0.0105, 0.0085, 0.0071
51.751, 0.0099, 0.0084, 0.0073
51.826, 0.0101, 0.0078, 0.0075
51.901, 0.0100, 0.0081, 0.0072
51.976, 0.0102, 0.0084, 0.0076
52.051, 0.0099, 0.0078, 0.0074
52.126, 0.0099, 0.0083, 0.0071
52.201, 0.0100, 0.0080, 0.0072
52.276, 0.0100, 0.0081, 0.0073
52.351, 0.0099, 0.0079, 0.0075
52.426, 0.0100, 0.0080, 0.0073
52.501, 0.0099, 0.0082, 0.0068
52.576, 0.0099, 0.0074, 0.0073
52.651, 0.0102, 0.0080, 0.0071
52.726, 0.0101, 0.0083, 0.0073
52.801, 0.0098, 0.0081, 0.0071
52.876, 0.0100, 0.0078, 0.0071
52.951, 0.0102, 0.0080, 0.0072
53.026, 0.0099, 0.0084, 0.0074
53.101, 0.0102, 0.0081, 0.0076
53.176, 0.0098, 0.0081, 0.0073
53.251, 0.0098, 0.0080, 0.0071
53.326, 0.0097, 0.0081, 0.0072
53.401, 0.0100, 0.0076, 0.0073
53.476, 0.0097, 0.0081, 0.0069
53.551, 0.0101, 0.0080, 0.0074
53.626, 0.0099, 0.0077, 0.0071
53.701, 0.0097, 0.0081, 0.0072
53.776, 0.0099, 0.0078, 0.0069
53.851, 0.0098, 0.0082, 0.0069
53.926, 0.0100, 0.0079, 0.0071
54.001, 0.0100, 0.0078, 0.0071
54.076, 0.0098, 0.0079, 0.0071
54.151, 0.0097, 0.0080, 0.0072
54.226, 0.0099, 0.0085, 0.0071
54.301, 0.0098, 0.0077, 0.0070
54.376, 0.0095, 0.0079, 0.0076
54.451, 0.0097, 0.0082, 0.0071
54.526, 0.0099, 0.0081, 0.0073
54.601, 0.0097, 0.0078, 0.0068
54.676, 0.0095, 0.0078, 0.0074
54.751, 0.0098, 0.0076, 0.0071
54.826, 0.0098, 0.0079, 0.0074
54.901, 0.0096, 0.0075, 0.0073
54.976, 0.0096, 0.0083, 0.0072
55.051, 0.0095, 0.0082, 0.0073
55.126, 0.0095, 0.0080, 0.0069
55.201, 0.0098, 0.0079, 0.0073
55.276, 0.0097, 0.0077, 0.0068
55.351, 0.0100, 0.0078, 0.0074
55.426, 0.0098, 0.0078, 0.0071
55.501, 0.0098, 0.0079, 0.0073
55.576, 0.0099, 0.0075, 0.0070
55.651, 0.0096, 0.0075, 0.0069
55.726, 0.0097, 0.0077, 0.0068
55.801, 0.0095, 0.0084, 0.0066
55.876, 0.0096, 0.0076, 0.0069
55.951, 0.0097, 0.0083, 0.0070
56.026, 0.0095, 0.0081, 0.0066
56.101, 0.0099, 0.0076, 0.0070
56.176, 0.0097, 0.0079, 0.0070
56.251, 0.0096, 0.0079, 0.0067
56.326, 0.0095, 0.0080, 0.0072
56.401, 0.0097, 0.0080, 0.0067
56.476, 0.0100, 0.0081, 0.0070
56.551, 0.0095, 0.0078, 0.0069
56.626, 0.0095, 0.0079, 0.0071
56.701, 0.0095, 0.0077, 0.0069
56.776, 0.0094, 0.0077, 0.0071
56.851, 0.0096, 0.0077, 0.0068
56.926, 0.0093, 0.0076, 0.0071
57.001, 0.0101, 0.0078, 0.0070
57.076, 0.0095, 0.0079, 0.0069
57.151, 0.0088, 0.0075, 0.0071
57.226, 0.0094, 0.0080, 0.0070
57.301, 0.0097, 0.0079, 0.0070
57.376, 0.0094, 0.0077, 0.0068
57.451, 0.0098, 0.0075, 0.0067
57.526, 0.0093, 0.0074, 0.0070
57.601, 0.0094, 0.0076, 0.0068
57.676, 0.0092, 0.0079, 0.0073
57.751, 0.0096, 0.0075, 0.0067
57.826, 0.0097, 0.0076, 0.0067
57.901, 0.0091, 0.0077, 0.0075
57.976, 0.0096, 0.0075, 0.0070
58.051, 0.0091, 0.0075, 0.0068
58.126, 0.0090, 0.0077, 0.0071
58.201, 0.0095, 0.0077, 0.0067
58.276, 0.0095, 0.0075, 0.0068
58.351, 0.0095, 0.0077, 0.0072
58.426, 0.0089, 0.0076, 0.0068
58.501, 0.0093, 0.0077, 0.0071
58.576, 0.0089, 0.0078, 0.0071
58.651, 0.0089, 0.0077, 0.0069
58.726, 0.0092, 0.0074, 0.0072
58.801, 0.0091, 0.0076, 0.0071
58.876, 0.0095, 0.0077, 0.0069
58.951, 0.0095, 0.0078, 0.0068
59.026, 0.0094, 0.0079, 0.0067
59.101, 0.0091, 0.0073, 0.0067
59.176, 0.0091, 0.0079, 0.0070
59.251, 0.0093, 0.0079, 0.0068
59.326, 0.0089, 0.0074, 0.0071
59.401, 0.0091, 0.0076, 0.0074
59.476, 0.0094, 0.0071, 0.0071
59.551, 0.0092, 0.0075, 0.0066
59.626, 0.0092, 0.0076, 0.0066
59.701, 0.0090, 0.0073, 0.0069
59.776, 0.0093, 0.0075, 0.0066
59.851, 0.0092, 0.0076, 0.0071
59.926, 0.0093, 0.0075, 0.0065
60.001, 0.0088, 0.0075, 0.0071
60.076, 0.0091, 0.0078, 0.0069
60.151, 0.0093, 0.0074, 0.0066
60.226, 0.0094, 0.0078, 0.0066
60.301, 0.0091, 0.0076, 0.0071
60.376, 0.0092, 0.0075, 0.0074
60.451, 0.0094, 0.0074, 0.0070
60.526, 0.0090, 0.0077, 0.0067
60.601, 0.0092, 0.0076, 0.0069
60.676, 0.0089, 0.0073, 0.0068
60.751, 0.0087, 0.0078, 0.0070
60.826, 0.0088, 0.0071, 0.0069
60.901, 0.0087, 0.0075, 0.0065
60.976, 0.0090, 0.0078, 0.0064
61.051, 0.0094, 0.0074, 0.0068
61.126, 0.0087, 0.0073, 0.0067
61.201, 0.0090, 0.0078, 0.0065
61.276, 0.0091, 0.0076, 0.0068
61.351, 0.0092, 0.0074, 0.0067
61.426, 0.0089, 0.0078, 0.0067
61.501, 0.0090, 0.0071, 0.0068
61.576, 0.0089, 0.0073, 0.0066
61.651, 0.0088, 0.0073, 0.0069
61.726, 0.0089, 0.0069, 0.0067
61.801, 0.0084, 0.0075, 0.0064
61.876, 0.0090, 0.0073, 0.0068
61.951, 0.0088, 0.0075, 0.0066
62.026, 0.0089, 0.0072, 0.0067
62.101, 0.0088, 0.0073, 0.0066
62.176, 0.0087, 0.0074, 0.0068
62.251, 0.0089, 0.0074, 0.0069
62.326, 0.0092, 0.0072, 0.0068
62.401, 0.0093, 0.0071, 0.0070
62.476, 0.0088, 0.0073, 0.0063
62.551, 0.0094, 0.0069, 0.0066
62.626, 0.0089, 0.0076, 0.0067
62.701, 0.0085, 0.0072, 0.0066
62.776, 0.0087, 0.0074, 0.0068
62.851, 0.0086, 0.0075, 0.0066
62.926, 0.0091, 0.0076, 0.0066
63.001, 0.0087, 0.0074, 0.0066
63.076, 0.0086, 0.0070, 0.0067
63.151, 0.0090, 0.0075, 0.0064
63.226, 0.0088, 0.0075, 0.0065
63.301, 0.0093, 0.0073, 0.0067
63.376, 0.0087, 0.0076, 0.0067
63.451, 0.0084, 0.0076, 0.0065
63.526, 0.0088, 0.0071, 0.0065
63.601, 0.0087, 0.0073, 0.0067
63.676, 0.0089, 0.0073, 0.0064
63.751, 0.0087, 0.0074, 0.0066
63.826, 0.0085, 0.0074, 0.0064
63.901, 0.0087, 0.0073, 0.0068
63.976, 0.0092, 0.0073, 0.0066
64.051, 0.0089, 0.0073, 0.0065
64.126, 0.0087, 0.0074, 0.0064
64.201, 0.0091, 0.0073, 0.0065
64.276, 0.0087, 0.0074, 0.0065
64.351, 0.0087, 0.0074, 0.0067
64.426, 0.0086, 0.0070, 0.0067
64.501, 0.0085, 0.0071, 0.0063
64.576, 0.0085, 0.0071, 0.0065
64.651, 0.0089, 0.0072, 0.0063
64.726, 0.0088, 0.0070, 0.0067
64.801, 0.0089, 0.0072, 0.0070
64.876, 0.0087, 0.0071, 0.0069
64.951, 0.0087, 0.0072, 0.0069
65.026, 0.0087, 0.0069, 0.0066
65.101, 0.0083, 0.0070, 0.0060
65.176, 0.0083, 0.0068, 0.0065
65.251, 0.0086, 0.0071, 0.0067
65.326, 0.0086, 0.0072, 0.0068
65.401, 0.0088, 0.0068, 0.0060
65.476, 0.0086, 0.0070, 0.0065
65.551, 0.0086, 0.0073, 0.0065
65.626, 0.0084, 0.0069, 0.0063
65.701, 0.0086, 0.0071, 0.0068
65.776, 0.0088, 0.0072, 0.0066
65.851, 0.0087, 0.0073, 0.0065
65.926, 0.0082, 0.0072, 0.0064
66.001, 0.0088, 0.0072, 0.0067
66.076, 0.0089, 0.0071, 0.0063
66.151, 0.0083, 0.0072, 0.0065
66.226, 0.0087, 0.0070, 0.0068
66.301, 0.0083, 0.0066, 0.0066
66.376, 0.0083, 0.0072, 0.0067
66.451, 0.0085, 0.0074, 0.0065
66.526, 0.0083, 0.0068, 0.0064
66.601, 0.0084, 0.0068, 0.0063
66.676, 0.0080, 0.0066, 0.0065
66.751, 0.0082, 0.0072, 0.0064
66.826, 0.0081, 0.0071, 0.0066
66.901, 0.0080, 0.0070, 0.0065
66.976, 0.0080, 0.0073, 0.0062
67.051, 0.0084, 0.0070, 0.0062
67.126, 0.0089, 0.0071, 0.0064
67.201, 0.0084, 0.0070, 0.0061
67.276, 0.0083, 0.0065, 0.0063
67.351, 0.0087, 0.0071, 0.0064
67.426, 0.0084, 0.0071, 0.0064
67.501, 0.0082, 0.0066, 0.0065
67.576, 0.0084, 0.0069, 0.0064
67.651, 0.0085, 0.0067, 0.0063
67.726, 0.0082, 0.0074, 0.0062
67.801, 0.0082, 0.0073, 0.0065
67.876, 0.0082, 0.0068, 0.0065
67.951, 0.0085, 0.0069, 0.0063
68.026, 0.0081, 0.0070, 0.0070
68.101, 0.0084, 0.0070, 0.0063
68.176, 0.0084, 0.0070, 0.0063
68.251, 0.0086, 0.0072, 0.0064
68.326, 0.0083, 0.0070, 0.0065
68.401, 0.0084, 0.0068, 0.0063
68.476, 0.0083, 0.0070, 0.0064
68.551, 0.0082, 0.0068, 0.0065
68.626, 0.0083, 0.0071, 0.0063
68.701, 0.0085, 0.0068, 0.0063
68.776, 0.0082, 0.0070, 0.0061
68.851, 0.0081, 0.0065, 0.0060
68.926, 0.0082, 0.0071, 0.0060
69.001, 0.0084, 0.0069, 0.0062
69.076, 0.0080, 0.0067, 0.0063
69.151, 0.0079, 0.0068, 0.0064
69.226, 0.0079, 0.0069, 0.0062
69.301, 0.0083, 0.0071, 0.0062
69.376, 0.0081, 0.0070, 0.0064
69.451, 0.0082, 0.0069, 0.0064
69.526, 0.0082, 0.0067, 0.0063
69.601, 0.0083, 0.0069, 0.0059
69.676, 0.0083, 0.0072, 0.0066
69.751, 0.0081, 0.0069, 0.0064
69.826, 0.0082, 0.0066, 0.0061
69.901, 0.0083, 0.0068, 0.0062
69.976, 0.0080, 0.0065, 0.0061
70.051, 0.0081, 0.0067, 0.0063
70.126, 0.0080, 0.0067, 0.0061
70.201, 0.0083, 0.0069, 0.0064
70.276, 0.0081, 0.0073, 0.0060
70.351, 0.0080, 0.0067, 0.0064
70.426, 0.0081, 0.0066, 0.0063
70.501, 0.0079, 0.0069, 0.0065
70.576, 0.0080, 0.0073, 0.0059
70.651, 0.0083, 0.0067, 0.0065
70.726, 0.0079, 0.0072, 0.0064
70.801, 0.0079, 0.0066, 0.0058
70.876, 0.0078, 0.0071, 0.0060
70.951, 0.0079, 0.0070, 0.0060
71.026, 0.0081, 0.0067, 0.0064
71.101, 0.0080, 0.0067, 0.0059
71.176, 0.0082, 0.0070, 0.0061
71.251, 0.0080, 0.0067, 0.0063
71.326, 0.0080, 0.0066, 0.0061
71.401, 0.0084, 0.0069, 0.0061
71.476, 0.0076, 0.0065, 0.0062
71.551, 0.0082, 0.0068, 0.0066
71.626, 0.0081, 0.0070, 0.0060
71.701, 0.0081, 0.0072, 0.0061
71.776, 0.0078, 0.0070, 0.0060
71.851, 0.0077, 0.0066, 0.0062
71.926, 0.0078, 0.0066, 0.0061
72.001, 0.0081, 0.0066, 0.0060
72.076, 0.0080, 0.0065, 0.0062
72.151, 0.0083, 0.0069, 0.0062
72.226, 0.0076, 0.0068, 0.0064
72.301, 0.0079, 0.0068, 0.0062
72.376, 0.0082, 0.0065, 0.0061
72.451, 0.0079, 0.0067, 0.0064
72.526, 0.0078, 0.0065, 0.0057
72.601, 0.0082, 0.0068, 0.0059
72.676, 0.0081, 0.0071, 0.0065
72.751, 0.0079, 0.0065, 0.0059
72.826, 0.0080, 0.0065, 0.0062
72.901, 0.0076, 0.0069, 0.0059
72.976, 0.0085, 0.0065, 0.0062
73.051, 0.0079, 0.0063, 0.0058
73.126, 0.0078, 0.0065, 0.0062
73.201, 0.0080, 0.0069, 0.0061
73.276, 0.0083, 0.0066, 0.0059
73.351, 0.0076, 0.0067, 0.0065
73.426, 0.0078, 0.0070, 0.0059
73.501, 0.0080, 0.0065, 0.0059
73.576, 0.0077, 0.0068, 0.0064
73.651, 0.0082, 0.0065, 0.0067
73.726, 0.0080, 0.0068, 0.0060
73.801, 0.0078, 0.0066, 0.0062
73.876, 0.0076, 0.0068, 0.0061
73.951, 0.0082, 0.0070, 0.0060
74.026, 0.0079, 0.0065, 0.0058
74.101, 0.0075, 0.0066, 0.0058
74.176, 0.0078, 0.0065, 0.0060
74.251, 0.0079, 0.0069, 0.0058
74.326, 0.0074, 0.0065, 0.0061
74.401, 0.0079, 0.0066, 0.0062
74.476, 0.0081, 0.0065, 0.0064
74.551, 0.0075, 0.0067, 0.0060
74.626, 0.0077, 0.0065, 0.0062
74.701, 0.0079, 0.0064, 0.0056
74.776, 0.0079, 0.0067, 0.0060
74.851, 0.0079, 0.0065, 0.0060
74.926, 0.0077, 0.0065, 0.0060
75.001, 0.0076, 0.0064, 0.0061
75.076, 0.0077, 0.0064, 0.0058
75.151, 0.0080, 0.0063, 0.0059
75.226, 0.0074, 0.0066, 0.0056
75.301, 0.0077, 0.0067, 0.0059
75.376, 0.0076, 0.0063, 0.0056
75.451, 0.0076, 0.0066, 0.0061
75.526, 0.0076, 0.0066, 0.0059
75.601, 0.0076, 0.0067, 0.0062
75.676, 0.0076, 0.0062, 0.0058
75.751, 0.0076, 0.0066, 0.0060
75.826, 0.0078, 0.0063, 0.0057
75.901, 0.0077, 0.0066, 0.0062
75.976, 0.0074, 0.0064, 0.0056
76.051, 0.0075, 0.0065, 0.0055
76.126, 0.0077, 0.0064, 0.0063
76.201, 0.0079, 0.0067, 0.0060
76.276, 0.0074, 0.0064, 0.0054
76.351, 0.0076, 0.0064, 0.0056
76.426, 0.0076, 0.0064, 0.0058
76.501, 0.0078, 0.0060, 0.0060
76.576, 0.0075, 0.0067, 0.0056
76.651, 0.0078, 0.0063, 0.0057
76.726, 0.0077, 0.0063, 0.0060
76.801, 0.0076, 0.0065, 0.0057
76.876, 0.0072, 0.0064, 0.0060
76.951, 0.0074, 0.0062, 0.0059
77.026, 0.0076, 0.0064, 0.0058
77.101, 0.0077, 0.0067, 0.0062
77.176, 0.0075, 0.0066, 0.0060
77.251, 0.0075, 0.0064, 0.0056
77.326, 0.0076, 0.0063, 0.0059
77.401, 0.0074, 0.0066, 0.0060
77.476, 0.0074, 0.0064, 0.0062
77.551, 0.0076, 0.0062, 0.0058
77.626, 0.0080, 0.0066, 0.0057
77.701, 0.0074, 0.0063, 0.0059
77.776, 0.0075, 0.0064, 0.0057
77.851, 0.0079, 0.0062, 0.0058
77.926, 0.0078, 0.0066, 0.0056
78.001, 0.0075, 0.0067, 0.0061
78.076, 0.0071, 0.0067, 0.0062
78.151, 0.0071, 0.0064, 0.0057
78.226, 0.0077, 0.0063, 0.0059
78.301, 0.0074, 0.0064, 0.0056
78.376, 0.0074, 0.0062, 0.0061
78.451, 0.0075, 0.0062, 0.0059
78.526, 0.0076, 0.0063, 0.0056
78.601, 0.0072, 0.0062, 0.0058
78.676, 0.0074, 0.0065, 0.0059
78.751, 0.0074, 0.0065, 0.0054
78.826, 0.0071, 0.0065, 0.0057
78.901, 0.0074, 0.0061, 0.0057
78.976, 0.0072, 0.0063, 0.0062
79.051, 0.0076, 0.0065, 0.0059
79.126, 0.0078, 0.0061, 0.0057
79.201, 0.0072, 0.0067, 0.0060
79.276, 0.0074, 0.0061, 0.0060
79.351, 0.0074, 0.0060, 0.0059
79.426, 0.0077, 0.0061, 0.0057
79.501, 0.0076, 0.0064, 0.0060
79.576, 0.0071, 0.0060, 0.0059
79.651, 0.0075, 0.0059, 0.0059
79.726, 0.0073, 0.0064, 0.0057
79.801, 0.0071, 0.0061, 0.0056
79.876, 0.0075, 0.0062, 0.0059
79.951, 0.0070, 0.0061, 0.0056
80.026, 0.0073, 0.0064, 0.0056
80.101, 0.0076, 0.0063, 0.0055
80.176, 0.0070, 0.0066, 0.0057
80.251, 0.0074, 0.0065, 0.0059
80.326, 0.0072, 0.0064, 0.0057
80.401, 0.0074, 0.0062, 0.0057
80.476, 0.0075, 0.0063, 0.0050
80.551, 0.0070, 0.0061, 0.0057
80.626, 0.0073, 0.0058, 0.0061
80.701, 0.0072, 0.0061, 0.0057
80.776, 0.0071, 0.0060, 0.0056
80.851, 0.0075, 0.0063, 0.0059
80.926, 0.0072, 0.0064, 0.0059
81.001, 0.0072, 0.0062, 0.0056
81.076, 0.0073, 0.0060, 0.0060
81.151, 0.0075, 0.0060, 0.0058
81.226, 0.0071, 0.0064, 0.0060
81.301, 0.0071, 0.0064, 0.0060
81.376, 0.0075, 0.0061, 0.0060
81.451, 0.0073, 0.0067, 0.0059
81.526, 0.0070, 0.0063, 0.0055
81.601, 0.0071, 0.0058, 0.0059
81.676, 0.0071, 0.0061, 0.0055
81.751, 0.0071, 0.0062, 0.0059
81.826, 0.0073, 0.0065, 0.0053
81.901, 0.0072, 0.0059, 0.0058
81.976, 0.0075, 0.0060, 0.0053
82.051, 0.0069, 0.0060, 0.0057
82.126, 0.0072, 0.0062, 0.0057
82.201, 0.0071, 0.0065, 0.0057
82.276, 0.0076, 0.0064, 0.0056
82.351, 0.0075, 0.0058, 0.0057
82.426, 0.0068, 0.0062, 0.0054
82.501, 0.0069, 0.0063, 0.0056
82.576, 0.0069, 0.0058, 0.0057
82.651, 0.0074, 0.0056, 0.0056
82.726, 0.0073, 0.0058, 0.0057
82.801, 0.0075, 0.0062, 0.0056
82.876, 0.0069, 0.0059, 0.0062
82.951, 0.0069, 0.0059, 0.0055
83.026, 0.0071, 0.0060, 0.0054
83.101, 0.0070, 0.0060, 0.0058
83.176, 0.0070, 0.0061, 0.0056
83.251, 0.0072, 0.0060, 0.0053
83.326, 0.0073, 0.0063, 0.0053
83.401, 0.0066, 0.0062, 0.0055
83.476, 0.0074, 0.0062, 0.0057
83.551, 0.0071, 0.0065, 0.0057
83.626, 0.0068, 0.0060, 0.0055
83.701, 0.0066, 0.0062, 0.0056
83.776, 0.0075, 0.0066, 0.0053
83.851, 0.0074, 0.0060, 0.0058
83.926, 0.0074, 0.0061, 0.0056
84.001, 0.0072, 0.0059, 0.0052
84.076, 0.0071, 0.0057, 0.0056
84.151, 0.0075, 0.0060, 0.0054
84.226, 0.0072, 0.0063, 0.0057
84.301, 0.0072, 0.0063, 0.0055
84.376, 0.0067, 0.0060, 0.0058
84.451, 0.0069, 0.0062, 0.0053
84.526, 0.0066, 0.0065, 0.0054
84.601, 0.0069, 0.0060, 0.0055
84.676, 0.0069, 0.0061, 0.0057
84.751, 0.0072, 0.0058, 0.0051
84.826, 0.0070, 0.0056, 0.0057
84.901, 0.0071, 0.0060, 0.0058
84.976, 0.0072, 0.0057, 0.0054
85.051, 0.0069, 0.0060, 0.0055
85.126, 0.0070, 0.0064, 0.0057
85.201, 0.0071, 0.0063, 0.0055
85.276, 0.0067, 0.0060, 0.0056
85.351, 0.0071, 0.0060, 0.0057
85.426, 0.0064, 0.0061, 0.0055
85.501, 0.0072, 0.0058, 0.0057
85.576, 0.0074, 0.0059, 0.0058
85.651, 0.0070, 0.0057, 0.0053
85.726, 0.0066, 0.0060, 0.0055
85.801, 0.0070, 0.0059, 0.0057
85.876, 0.0070, 0.0062, 0.0051
85.951, 0.0069, 0.0059, 0.0056
86.026, 0.0065, 0.0060, 0.0052
86.101, 0.0067, 0.0059, 0.0056
86.176, 0.0070, 0.0056, 0.0054
86.251, 0.0074, 0.0058, 0.0056
86.326, 0.0071, 0.0061, 0.0054
86.401, 0.0073, 0.0059, 0.0053
86.476, 0.0071, 0.0058, 0.0055
86.551, 0.0069, 0.0058, 0.0057
86.626, 0.0065, 0.0059, 0.0053
86.701, 0.0066, 0.0061, 0.0053
86.776, 0.0069, 0.0059, 0.0054
86.851, 0.0067, 0.0061, 0.0060
86.926, 0.0067, 0.0059, 0.0053
87.001, 0.0072, 0.0059, 0.0055
87.076, 0.0070, 0.0052, 0.0056
87.151, 0.0070, 0.0061, 0.0055
87.226, 0.0068, 0.0059, 0.0054
87.301, 0.0068, 0.0055, 0.0055
87.376, 0.0068, 0.0059, 0.0055
87.451, 0.0069, 0.0061, 0.0054
87.526, 0.0068, 0.0060, 0.0055
87.601, 0.0067, 0.0058, 0.0054
87.676, 0.0069, 0.0054, 0.0054
87.751, 0.0071, 0.0058, 0.0054
87.826, 0.0069, 0.0056, 0.0055
87.901, 0.0068, 0.0057, 0.0051
87.976, 0.0065, 0.0057, 0.0049
88.051, 0.0068, 0.0064, 0.0054
88.126, 0.0067, 0.0061, 0.0056
88.201, 0.0066, 0.0058, 0.0053
88.276, 0.0069, 0.0061, 0.0052
88.351, 0.0065, 0.0057, 0.0058
88.426, 0.0066, 0.0056, 0.0055
88.501, 0.0067, 0.0060, 0.0052
88.576, 0.0069, 0.0057, 0.0057
88.651, 0.0068, 0.0059, 0.0051
88.726, 0.0069, 0.0058, 0.0054
88.801, 0.0068, 0.0056, 0.0053
88.876, 0.0066, 0.0057, 0.0053
88.951, 0.0065, 0.0058, 0.0055
89.026, 0.0066, 0.0057, 0.0056
89.101, 0.0073, 0.0058, 0.0053
89.176, 0.0067, 0.0059, 0.0055
89.251, 0.0071, 0.0057, 0.0053
89.326, 0.0067, 0.0058, 0.0053
89.401, 0.0069, 0.0056, 0.0051
89.476, 0.0070, 0.0057, 0.0052
89.551, 0.0067, 0.0059, 0.0053
89.626, 0.0070, 0.0058, 0.0051
89.701, 0.0067, 0.0059, 0.0055
89.776, 0.0067, 0.0058, 0.0054
89.851, 0.0064, 0.0055, 0.0050
89.926, 0.0070, 0.0059, 0.0051
90.001, 0.0068, 0.0058, 0.0051
90.076, 0.0066, 0.0060, 0.0054
90.151, 0.0066, 0.0057, 0.0050
90.226, 0.0071, 0.0056, 0.0054
90.301, 0.0067, 0.0059, 0.0055
90.376, 0.0067, 0.0056, 0.0055
90.451, 0.0070, 0.0054, 0.0057
90.526, 0.0070, 0.0056, 0.0053
90.601, 0.0065, 0.0057, 0.0049
90.676, 0.0063, 0.0056, 0.0054
90.751, 0.0066, 0.0056, 0.0054
90.826, 0.0064, 0.0061, 0.0056
90.901, 0.0067, 0.0055, 0.0051
90.976, 0.0063, 0.0060, 0.0051
91.051, 0.0063, 0.0055, 0.0052
91.126, 0.0068, 0.0057, 0.0048
91.201, 0.0063, 0.0056, 0.0058
91.276, 0.0064, 0.0056, 0.0046
91.351, 0.0065, 0.0059, 0.0052
91.426, 0.0065, 0.0059, 0.0059
91.501, 0.0064, 0.0060, 0.0051
91.576, 0.0065, 0.0058, 0.0057
91.651, 0.0064, 0.0063, 0.0050
91.726, 0.0063, 0.0053, 0.0053
91.801, 0.0069, 0.0054, 0.0050
91.876, 0.0067, 0.0057, 0.0049
91.951, 0.0069, 0.0060, 0.0053
92.026, 0.0065, 0.0058, 0.0052
92.101, 0.0066, 0.0057, 0.0053
92.176, 0.0065, 0.0056, 0.0055
92.251, 0.0065, 0.0059, 0.0053
92.326, 0.0067, 0.0055, 0.0051
92.401, 0.0065, 0.0058, 0.0053
92.476, 0.0061, 0.0055, 0.0052
92.551, 0.0066, 0.0054, 0.0056
92.626, 0.0065, 0.0057, 0.0052
92.701, 0.0065, 0.0056, 0.0050
92.776, 0.0064, 0.0058, 0.0054
92.851, 0.0060, 0.0055, 0.0052
92.926, 0.0066, 0.0058, 0.0051
93.001, 0.0066, 0.0057, 0.0050
93.076, 0.0067, 0.0056, 0.0049
93.151, 0.0064, 0.0059, 0.0053
93.226, 0.0067, 0.0054, 0.0055
93.301, 0.0068, 0.0058, 0.0051
93.376, 0.0063, 0.0056, 0.0054
93.451, 0.0059, 0.0057, 0.0049
93.526, 0.0066, 0.0055, 0.0053
93.601, 0.0065, 0.0057, 0.0057
93.676, 0.0066, 0.0055, 0.0052
93.751, 0.0062, 0.0053, 0.0054
93.826, 0.0064, 0.0057, 0.0050
93.901, 0.0063, 0.0058, 0.0055
93.976, 0.0062, 0.0058, 0.0051
94.051, 0.0063, 0.0055, 0.0046
94.126, 0.0068, 0.0056, 0.0056
94.201, 0.0067, 0.0054, 0.0049
94.276, 0.0065, 0.0052, 0.0053
94.351, 0.0063, 0.0054, 0.0054
94.426, 0.0065, 0.0057, 0.0051
94.501, 0.0062, 0.0054, 0.0050
94.576, 0.0060, 0.0054, 0.0050
94.651, 0.0066, 0.0052, 0.0052
94.726, 0.0064, 0.0055, 0.0055
94.801, 0.0061, 0.0056, 0.0055
94.876, 0.0067, 0.0058, 0.0051
94.951, 0.0067, 0.0055, 0.0056
95.026, 0.0066, 0.0052, 0.0053
